job_id,title,company_name,field,location,duration,skills_required,stipend,stipend_num,description,candidate_expectations
JOB_095,Sports Analytics Intern,GamePlan Analytics,Data/Sports,"Mumbai, Maharashtra",5 months,"['Python', 'Statistics', 'Video Analysis', 'Cricket/Football Knowledge']","₹20,000/month",20000,"Analyze match footage, build player performance models, track metrics, and provide insights to coaches and fantasy platforms.","We seek sports nerds who live for data. Deep game understanding, statistical rigor, and storytelling ability are essential."
JOB_096,Organic Farming Intern,PureHarvest Farms,Agriculture,"Coorg, Karnataka",6 months,"['Farming', 'Composting', 'Crop Management', 'Physical Work']","₹8,000 + Stay & Food",8000,"Work on organic coffee and spice plantation, learn natural farming techniques, help with harvest, and support farm-to-table supply.","We need nature-loving individuals ready for physical farm work. Sustainability commitment, learning attitude, and respect for soil are essential."
JOB_097,Metaverse Design Intern,VirtualWorld Builders,Design/Tech,"Hyderabad, Telangana",5 months,"['Blender', 'Unity', 'Spatial Design', 'VR Experience']","₹20,000/month",20000,"Design virtual spaces, events, and avatars for metaverse platforms. Optimize for performance and create immersive experiences.",We seek 3D artists with spatial imagination. Understanding of virtual social dynamics and creativity are crucial.
JOB_098,Astrology Content Intern,JyotishGuru App,Content/Astrology,"Varanasi, Uttar Pradesh",4 months,"['Vedic Astrology', 'Writing', 'Horoscope Crafting', 'Research']","₹10,000/month",10000,"Write daily/weekly horoscopes, create astrology educational content, research planetary transits, and support pandits.","We need believers or respectful learners of Vedic astrology. Accurate calculation, empathetic writing, and cultural sensitivity are essential."
JOB_099,Dance Choreography Intern,Nritya Studio,Performing Arts,Delhi,5 months,"['Dance Forms', 'Choreography', 'Teaching', 'Video Editing']","₹12,000/month",12000,"Assist in creating dance routines for Bollywood, weddings, and YouTube. Teach classes and shoot dance reels.","We seek trained dancers with creativity and teaching ability. Rhythm, energy, and collaboration with music are mandatory."
JOB_100,Forensic Science Intern,TruthLabs Forensic Services,Forensics,"Hyderabad, Telangana",4 months,"['Evidence Handling', 'Lab Techniques', 'Report Writing', 'Attention to Detail']","₹15,000/month",15000,"Assist in document examination, fingerprint analysis, cyber forensics, and crime scene processing for legal cases.","We seek science graduates with investigative mindset. Ethics, precision, and ability to maintain chain of custody are non-negotiable."
JOB_101,Yoga Instruction Intern,Sattva Yoga Academy,Wellness,"Rishikesh, Uttarakhand",6 months,"['Asana', 'Pranayama', 'Philosophy', 'Teaching Skills']","₹10,000 + Stay & Meals",10000,"Assist in teaching yoga classes, lead meditation sessions, study traditional texts, and support teacher training programs.","We seek dedicated yogis living the path. Discipline, compassion, and authentic transmission of knowledge are essential."
JOB_102,Web3 Community Intern,CryptoIndia DAO,Marketing/Web3,Remote (based in Pan India),4 months,"['Discord/Telegram', 'Meme Creation', 'Airdrop Management', 'Crypto Knowledge']","₹15,000 + Tokens",15000,"Grow Web3 community, host AMAs, create engagement content, moderate channels, and support token launches.","We need crypto-native community builders. 24/7 availability, humor, and deep blockchain understanding are crucial."
JOB_103,Perfume Creation Intern,AromaCraft Atelier,Product/Fragrance,"Kannauj, Uttar Pradesh",5 months,"['Olfaction', 'Blending', 'Natural Essences', 'Bottle Design']","₹12,000 + Stay",12000,"Learn traditional attar making, create modern perfumes, blend notes, and develop signature scents for luxury brands.","We seek individuals with sensitive nose and artistic blending sense. Patience, tradition respect, and creativity are essential."
JOB_104,Ethical Hacking Intern,CyberShield Labs,Cybersecurity,"Bhopal, Madhya Pradesh",6 months,"['Kali Linux', 'Burp Suite', 'Nmap', 'Report Writing']","₹18,000/month",18000,"Conduct authorized penetration tests on web applications and networks, identify vulnerabilities, perform exploit attempts, and draft detailed security reports. You will work under senior pentesters and learn industry-standard methodologies like OWASP and PTES.","We are looking for curious individuals with a strong ethical mindset and passion for breaking systems legally. Self-learning ability, patience during reconnaissance, and clear documentation skills are essential. You must respect confidentiality and rules of engagement at all times."
JOB_105,Augmented Reality Intern,ARVision Tech,AR/VR,"Pune, Maharashtra",5 months,"['Unity', 'AR Foundation', 'C#', '3D Modeling']","₹22,000/month",22000,"Develop AR filters, product visualization apps, and interactive marketing experiences for e-commerce and education clients. You will prototype ideas, test on devices, and deploy to app stores.","We seek creative tech enthusiasts who love blending digital with real world. Strong spatial thinking, attention to performance on mobile, and excitement about new hardware are highly valued."
JOB_106,Wildlife Filmmaking Intern,JungleLens Productions,Media/Wildlife,"Kaziranga, Assam",4 months,"['DSLR Cinematography', 'Gimbal', 'Wildlife Behavior', 'Editing']","₹12,000 + Stay",12000,"Shoot documentaries on rhinos and elephants, operate camera traps, assist in editing sequences, and learn storytelling for conservation films.","We need patient nature lovers comfortable in forests for weeks. Physical fitness, respect for wildlife distance rules, and storytelling passion are mandatory."
JOB_107,Technical Writing Intern,DocuSmart Solutions,Content/Technical Writing,"Hyderabad, Telangana",4 months,"['Markdown', 'API Documentation', 'MadCap Flare', 'Diagrams']","₹15,000/month",15000,"Write user manuals, API docs, help articles, and release notes for SaaS products. You will interview engineers, create diagrams, and maintain knowledge bases.",We look for clear communicators who can translate complex tech into simple language. Curiosity to understand products deeply and obsession with consistency are key.
JOB_108,Sound Design Intern,SonicCraft Studio,Audio/Media,"Mumbai, Maharashtra",5 months,"['Pro Tools', 'Foley', 'Sound Effects', 'Mixing']","₹14,000/month",14000,"Create sound effects and atmospheres for films, games, and ads. Record foley, clean dialogues, and deliver final mixes in surround sound.","We seek individuals with golden ears and creative imagination. Attention to detail, library organization, and ability to match director’s vision are crucial."
JOB_109,Urban Planning Intern,CityFuture Consultants,Architecture/Urban Planning,"Ahmedabad, Gujarat",6 months,"['GIS', 'AutoCAD', 'Master Planning', 'Public Policy']","₹12,000/month",12000,"Assist in preparing development plans, transit-oriented projects, and smart city proposals. Conduct site analysis, stakeholder workshops, and policy research.","We want socially conscious planners who think about livability and sustainability. Strong research, presentation skills, and understanding of Indian urban challenges are essential."
JOB_110,Stock Market Research Intern,EquityEdge Research,Finance,"Indore, Madhya Pradesh",3 months,"['Fundamental Analysis', 'Excel Modeling', 'Screener.in', 'Report Writing']","₹10,000/month",10000,"Analyze listed companies, build valuation models, track quarterly results, and write daily morning notes for retail investors.","We seek number-loving students with genuine interest in markets. Discipline to read annual reports, unbiased thinking, and clear writing are must-haves."
JOB_111,Fashion Styling Intern,StyleVibe Studio,Fashion,Delhi,4 months,"['Mood Boards', 'Shoot Styling', 'Trend Forecasting', 'Photoshop']","₹12,000/month",12000,"Style e-commerce shoots, celebrity photoshoots, and magazine editorials. Pull clothes, create looks, and assist on set.","We need trend-obsessed individuals with strong visual sense. Confidence with high-value garments, organization, and networking skills are essential."
JOB_112,NLP Engineer Intern,LangTech AI,ML/NLP,"Bengaluru, Karnataka",6 months,"['Transformers', 'Hugging Face', 'Indic Languages', 'Python']","₹30,000/month",30000,"Fine-tune multilingual models, build chatbots in Hindi/Tamil, create datasets, and deploy on cloud for customer support automation.","We seek language + code lovers passionate about Indian languages. Research mindset, experimentation rigor, and collaboration are highly valued."
JOB_113,Coffee Roasting Intern,BrewMountain Roasters,F&B,"Chikmagalur, Karnataka",5 months,"['Cupping', 'Roasting Profiles', 'Quality Control', 'Packaging']","₹12,000 + Stay",12000,"Roast specialty Arabica beans, conduct cupping sessions, develop new blends, and learn farm-to-cup supply chain.","We need coffee fanatics with sensitive palates. Willingness to work on plantations, attention to roast consistency, and customer education skills are essential."
JOB_114,Political Campaign Intern,VoteWave Strategies,Marketing/Politics,"Lucknow, Uttar Pradesh",3 months,"['Social Media', 'Ground Activation', 'Data Entry', 'Hindi Communication']","₹8,000 + Expenses",8000,"Run booth-level campaigns, manage WhatsApp groups, create posters, and collect voter feedback during election season.","We seek high-energy individuals comfortable in grassroots politics. Resilience, local network, and non-partisan execution ability are required."
JOB_115,Aviation Operations Intern,SkyHub Services,Aviation,"Guwahati, Assam",4 months,"['Airport Ops', 'DGCA Basics', 'Coordination', 'Safety']","₹15,000/month",15000,"Assist in ground handling, passenger services, ramp coordination, and safety audits at regional airports.","We need alert, responsible individuals who thrive in time-critical environments. English + regional language fluency and grooming standards are mandatory."
JOB_116,Handicraft Design Intern,CraftRoot India,Design/Handicrafts,"Jodhpur, Rajasthan",5 months,"['Block Printing', 'Embroidery', 'Product Design', 'Photography']","₹10,000 + Stay",10000,Design new home decor and apparel lines using traditional Rajasthani crafts. Work directly with artisans and launch on e-commerce.,"We seek designers who respect traditional techniques while adding modern appeal. Cultural sensitivity, patience with artisans, and business sense are essential."
JOB_117,Clinical Psychology Intern,MindHeal Clinic,Psychology,"Kochi, Kerala",6 months,"['Case History', 'Therapy Assistance', 'Psychometry', 'Ethics']","₹12,000/month",12000,"Assist therapists in sessions, administer psychological tests, maintain case files, and conduct group therapy under supervision.","We look for empathetic, non-judgmental psychology students. Strict confidentiality, emotional stability, and genuine desire to help are non-negotiable."
JOB_118,Tea Tasting Intern,AssamBrew Estates,F&B/Tea,"Jorhat, Assam",5 months,"['Tea Cupping', 'Grading', 'Blending', 'Sensory Evaluation']","₹12,000 + Stay",12000,"Taste and grade CTC and orthodox teas, create new blends, visit gardens, and learn auction processes.",We need individuals with refined palate and passion for tea. Willingness to live on estates and scientific approach to tasting are required.
JOB_119,Museum Curation Intern,HeritageMuse India,Arts/Heritage,"Jaipur, Rajasthan",4 months,"['Exhibit Design', 'Research', 'Cataloging', 'Visitor Engagement']","₹10,000/month",10000,"Curate temporary exhibitions, write labels, digitize artifacts, and conduct guided tours on Indian history and culture.","We seek history buffs with storytelling ability. Research depth, public speaking, and respect for artifacts are essential."
JOB_120,Solar Sales Intern,SunPower Solutions,Sales/Renewable Energy,"Rajkot, Gujarat",3 months,"['Cold Calling', 'Site Survey', 'Proposal Making', 'Gujarati']","₹10,000 + Commission",10000,"Generate leads for rooftop solar, conduct energy audits, prepare quotations, and close deals with homeowners and factories.","We need confident communicators who can explain technical + financial benefits. Hustle, local travel willingness, and closing skills are key."
JOB_121,Script Writing Intern,DramaBox OTT,Content/Scriptwriting,"Mumbai, Maharashtra",5 months,"['Hindi Screenwriting', 'Character Arcs', 'Short Format', 'Final Draft']","₹15,000/month",15000,"Write short-form web series episodes, daily soaps, and reels for OTT platforms. Participate in writers’ room and pitching.","We seek storytellers with strong Hindi dialogue and emotional understanding of Indian audiences. Speed, collaboration, and thick skin for notes are essential."
JOB_122,Gemology Intern,GemCert Labs,Gemology,"Surat, Gujarat",4 months,"['Diamond Grading', 'Microscope', '4Cs', 'Certification']","₹12,000/month",12000,"Grade diamonds and colored stones, issue certificates, learn spectroscopy, and handle client verifications.",We need detail-obsessed individuals with steady hands and color perception. Integrity and passion for gems are non-negotiable.
JOB_123,Adventure Tourism Intern,ThrillPeak Adventures,Tourism,"Manali, Himachal Pradesh",5 months,"['Trekking', 'Safety Protocols', 'Guest Handling', 'First Aid']","₹12,000 + Stay",12000,"Lead trekking and paragliding groups, ensure safety, manage logistics, and create content for social media.","We seek fit, outdoorsy individuals certified in basic mountaineering. Leadership in emergencies, cheerfulness, and guest safety focus are mandatory."
JOB_124,Pharmacy Operations Intern,MedPlus Retail,Healthcare/Pharmacy,"Vijayawada, Andhra Pradesh",4 months,"['Inventory', 'Prescription Reading', 'Customer Service', 'GST Billing']","₹10,000/month",10000,"Manage stock, dispense medicines, counsel patients, handle insurance claims, and ensure regulatory compliance.","We need responsible B.Pharm students with accuracy in dispensing. Ethical selling, empathy, and knowledge of generics are required."
JOB_125,Ceramic Design Intern,ClayStory Studio,Design/Ceramics,"Khurja, Uttar Pradesh",5 months,"['Wheel Throwing', 'Glazing', 'Kiln Firing', 'Product Design']","₹10,000 + Stay",10000,"Design tableware and decor items, experiment with clays and glazes, assist production, and develop new collections.","We seek hands-on artists who love getting dirty with clay. Patience with firing failures, creativity, and understanding of Indian aesthetics are essential."
JOB_126,Radio Programming Intern,Mirchi 98.3 FM,Media/Radio,"Patna, Bihar",3 months,"['Show Planning', 'RJ Skills', 'Audio Editing', 'Caller Interaction']","₹12,000/month",12000,"Plan and execute radio segments, go live on air, edit jingles, and manage listener contests.","We need energetic voices with perfect Hindi/English diction. Spontaneity, humor, and ability to connect with masses are crucial."
JOB_127,Textile Design Intern,FabricLoom Mills,Textile Design,"Bhagalpur, Bihar",5 months,"['Handloom Weaving', 'Natural Dyes', 'Pattern Design', 'CAD']","₹10,000 + Stay",10000,"Create new Tussar silk designs, work with weavers, experiment with natural dyes, and develop sustainable collections.",We seek designers passionate about Indian textiles and artisan empowerment. Respect for slow craft and innovation balance are essential.
JOB_128,Cricket Analytics Intern,BatBall Insights,Sports Analytics,"Chennai, Tamil Nadu",4 months,"['R/Python', 'Match Data', 'Video Coding', 'IPL Knowledge']","₹18,000/month",18000,"Code ball-by-ball data, build player performance models, create match-up insights, and support IPL franchises.","We need cricket statisticians who breathe the game. Deep tactical understanding, coding skills, and storytelling with numbers are required."
JOB_129,Spice Export Intern,FlavorKing Spices,Export/Agri,"Kochi, Kerala",4 months,"['Quality Testing', 'Documentation', 'FSSAI/Spice Board', 'English']","₹12,000/month",12000,"Test cardamom and pepper quality, prepare export documents, coordinate shipments, and learn global standards.",We seek detail-oriented individuals with interest in agri-exports. Sensory skills for spices and documentation accuracy are essential.
JOB_130,Stand-up Comedy Intern,Punchline Comedy Club,Entertainment,"Bengaluru, Karnataka",4 months,"['Open Mic', 'Crowd Work', 'Writing', 'Stage Presence']","₹10,000 + Shows",10000,"Write jokes, perform open mics, host shows, and manage social media for the comedy scene.","We need fearless, quick-witted individuals who can handle bombing nights. Original material, timing, and audience reading are crucial."
JOB_131,Maritime Operations Intern,PortLink Shipping,Logistics/Maritime,"Visakhapatnam, Andhra Pradesh",4 months,"['Container Tracking', 'Customs Clearance', 'Excel', 'Coordination']","₹15,000/month",15000,"Track container movements, coordinate with shipping lines, prepare bills of lading, and learn port operations.","We seek organized individuals comfortable with 24/7 operations. Quick math, pressure handling, and maritime interest are essential."
JOB_132,Calligraphy & Typography Intern,InkCraft Studio,Design/Calligraphy,Delhi,4 months,"['Devanagari', 'Latin Scripts', 'Lettering', 'Packaging']","₹12,000/month",12000,"Create custom wedding invites, brand lettering, packaging typography, and teach workshops.",We need patient artists with steady hands and love for letters. Versatility across scripts and client communication are key.
JOB_133,Dairy Technology Intern,MilkPure Foods,Food Tech/Dairy,"Anand, Gujarat",5 months,"['Pasteurization', 'Quality Testing', 'Cheese Making', 'HACCP']","₹12,000 + Stay",12000,"Assist in milk processing, develop new cheese and yogurt variants, conduct lab tests, and learn cold chain.","We seek food tech students passionate about dairy. Hygiene consciousness, sensory skills, and scientific approach are essential."
JOB_134,Puppetry Arts Intern,KathaKali Puppets,Performing Arts,"Thiruvananthapuram, Kerala",5 months,"['Puppet Making', 'Manipulation', 'Storytelling', 'Performance']","₹10,000 + Stay",10000,"Craft traditional shadow and string puppets, learn manipulation techniques, and perform shows for schools and tourists.","We seek creative individuals interested in preserving folk arts. Dexterity, voice modulation, and dedication to craft are required."
JOB_135,Bamboo Craft Intern,GreenCane Collective,Handicrafts/Sustainability,"Agartala, Tripura",5 months,"['Bamboo Treatment', 'Product Design', 'Artisan Training', 'E-commerce']","₹10,000 + Stay",10000,"Design modern bamboo furniture and lifestyle products, train artisans, and launch collections online.",We need eco-conscious designers who value rural craftsmanship. Patience with artisans and sustainable thinking are essential.
JOB_136,Astrophysics Research Intern,StarWatch Observatory,Research/Astronomy,"Leh, Ladakh",4 months,"['Telescope Operation', 'Python', 'Data Reduction', 'Night Shifts']","₹15,000 + Stay",15000,"Operate high-altitude telescopes, reduce astronomical data, assist public stargazing, and contribute to research papers.","We seek space lovers ready for cold nights and high altitude. Coding skills, patience, and wonder for the universe are required."
JOB_137,Leather Craft Intern,HideArt Studio,Fashion/Leather,"Kanpur, Uttar Pradesh",5 months,"['Pattern Cutting', 'Stitching', 'Vegetable Tanning', 'Design']","₹12,000/month",12000,Design and craft premium leather bags and accessories using ethical tanning methods.,We need meticulous crafters with love for natural materials. Precision stitching and premium quality obsession are essential.
JOB_138,Folk Music Research Intern,SwarSangam Archive,Music/Ethnomusicology,"Shantiniketan, West Bengal",6 months,"['Field Recording', 'Transcription', 'Baul/Bhatiali Knowledge', 'Documentation']","₹10,000 + Stay",10000,"Travel to villages to record folk musicians, transcribe songs, digitize archives, and create educational content.",We seek musicologists passionate about preserving Bengal’s folk heritage. Humility with rural artists and research rigor are mandatory.
JOB_139,Terracotta Design Intern,MittiArt Pottery,Design/Terracotta,"Bankura, West Bengal",5 months,"['Wheel Throwing', 'Horsehair Raku', 'Temple Art', 'Firing']","₹10,000 + Stay",10000,Revive traditional Bankura horse and temple motifs in contemporary products while training local potters.,We need artists who respect centuries-old techniques. Physical stamina for kiln work and cultural sensitivity are essential.
JOB_140,Railway Operations Intern,SpeedRail Logistics,Logistics/Railways,"Bilaspur, Chhattisgarh",4 months,"['Parcel Management', 'Rake Planning', 'FOIS', 'Safety']","₹15,000/month",15000,"Assist in parcel and freight train operations, track rakes, coordinate loading/unloading, and learn railway systems.","We seek disciplined individuals fascinated by railways. Attention to timetables, safety consciousness, and coordination skills are required."
JOB_141,Silk Saree Design Intern,KanchiSilk Weaves,Textile Design,"Kanchipuram, Tamil Nadu",5 months,"['Zari Design', 'Motif Creation', 'Korvai Technique', 'Photoshop']","₹12,000 + Stay",12000,"Design new Kanchipuram silk saree patterns, work with master weavers, and document the weaving process.",We need designers who understand the sanctity of handloom sarees. Respect for tradition while innovating is key.
JOB_142,Tribal Jewelry Intern,AdiVibe Crafts,Jewelry/Tribal,"Bastar, Chhattisgarh",5 months,"['Dhokra Casting', 'Bell Metal', 'Tribal Motifs', 'Wax Modeling']","₹10,000 + Stay",10000,"Learn lost-wax Dhokra technique, design tribal jewelry with Gond and Maria artisans, and market GI-tagged products.",We seek designers passionate about tribal art preservation. Living in remote areas and cultural immersion are required.
JOB_143,Classical Dance Intern,NrityaNiketan,Performing Arts,"Thanjavur, Tamil Nadu",6 months,"['Bharatanatyam', 'Choreography', 'Teaching', 'Costume']","₹10,000 + Stay",10000,"Assist in Bharatanatyam arangetram preparations, teach junior students, and perform in temple festivals.",We need dedicated dancers with strong abhinaya and discipline. Devotion to the art form and guru-shishya tradition are essential.
JOB_144,Coir Product Design Intern,CocoCraft Kerala,Design/Coir,"Alappuzha, Kerala",5 months,"['Coir Spinning', 'Product Design', 'Natural Dyes', 'E-commerce']","₹10,000 + Stay",10000,"Design modern coir mats, bags, and decor items using traditional Kerala techniques and sustainable materials.",We seek eco-designers who value women coir workers. Innovation with natural fibers and rural immersion are required.
JOB_145,Railway Operations Intern,SpeedRail Logistics,Logistics/Railways,"Bilaspur, Chhattisgarh",4 months,"['Parcel Management', 'Rake Planning', 'FOIS', 'Safety']","₹15,000/month",15000,"Assist in parcel and freight train operations, track rakes, coordinate loading/unloading, and learn railway systems.","We seek disciplined individuals fascinated by railways. Attention to timetables, safety consciousness, and coordination skills are required."
